,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_1912_phanotate_79_geneCall,0.01,0.09,0.01,0.02,0.03,0.01,0.04,0.01,0.03,0.17,9.59,1.00
contig_1912_phanotate_80_geneCall,0.07,0.09,0.06,0.09,0.30,0.13,0.11,0.05,0.19,0.10,8.81,1.00
contig_1912_phanotate_81_geneCall,0.36,1.19,0.77,0.48,0.59,0.81,1.31,0.29,0.73,0.96,2.51,0.96
contig_1912_phanotate_82_geneCall,0.12,0.36,0.11,0.08,0.12,0.33,0.24,0.13,0.28,0.31,7.93,0.99
contig_1912_phanotate_83_geneCall,0.28,2.16,0.63,0.15,0.20,3.31,0.37,0.09,0.27,0.30,2.26,0.85
contig_1912_phanotate_84_geneCall,0.31,2.44,0.44,0.81,0.23,0.49,0.88,0.80,0.65,0.56,2.39,0.08
contig_1912_phanotate_85_geneCall,0.46,2.55,0.10,0.44,0.17,1.19,0.40,0.19,0.25,0.45,3.79,0.97
contig_1914_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1914_phanotate_2_geneCall,0.03,0.24,0.28,0.09,0.13,0.03,0.19,0.02,0.03,0.50,8.46,0.99
contig_1914_phanotate_3_geneCall,0.80,1.20,0.40,0.39,0.50,1.07,0.62,0.54,0.46,0.87,3.14,0.97
contig_1914_phanotate_4_geneCall,0.03,0.31,0.03,0.02,0.08,0.05,0.08,0.02,0.01,0.02,9.36,1.00
contig_1914_phanotate_5_geneCall,0.23,0.49,0.07,0.04,0.13,0.15,0.12,0.15,0.16,0.20,8.26,0.99
contig_1914_phanotate_6_geneCall,0.11,0.88,0.35,1.24,1.50,1.64,0.75,0.54,0.37,1.41,1.21,0.81
contig_1914_phanotate_7_geneCall,0.10,1.83,0.28,0.08,0.07,0.23,0.08,0.06,0.09,0.34,6.83,0.98
contig_1914_phanotate_8_geneCall,0.34,0.50,0.75,0.23,0.40,0.35,1.02,0.12,0.90,2.65,2.75,0.96
contig_1914_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1914_phanotate_10_geneCall,0.35,1.04,0.62,0.25,0.49,0.10,0.34,0.07,0.35,1.00,5.38,0.98
contig_1914_phanotate_11_geneCall,0.00,0.01,0.00,0.00,0.00,1.62,0.01,0.00,0.07,3.64,4.65,0.98
contig_1914_phanotate_12_geneCall,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.94,1.00
contig_1914_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
contig_1914_phanotate_14_geneCall,0.04,0.18,0.13,0.03,0.27,0.78,0.29,0.06,0.03,0.17,8.03,0.99
contig_1914_phanotate_15_geneCall,0.03,0.42,0.01,0.02,0.06,0.34,0.07,0.03,1.09,0.19,7.73,0.99
contig_1914_phanotate_16_geneCall,0.01,0.06,0.10,0.05,0.05,0.04,0.10,0.00,0.03,0.02,9.54,1.00
contig_1914_phanotate_17_geneCall,0.00,0.07,0.00,0.00,0.12,0.01,0.01,0.00,0.00,0.00,9.77,1.00
contig_1914_phanotate_18_geneCall,0.09,1.49,0.05,0.20,0.05,0.02,0.13,0.03,0.04,0.19,7.68,0.99
contig_1914_phanotate_19_geneCall,0.01,0.13,0.07,0.00,0.02,0.91,0.02,0.01,0.00,0.01,8.82,1.00
contig_1914_phanotate_20_geneCall,0.15,0.39,0.15,0.04,0.05,0.34,0.12,0.75,0.24,4.20,3.57,0.68
contig_1919_phanotate_1_geneCall,0.10,0.50,0.17,5.88,0.61,0.09,0.42,0.11,0.14,0.08,1.90,0.88
contig_1919_phanotate_2_geneCall,0.00,0.02,0.02,0.00,0.01,0.00,0.02,0.02,0.00,2.63,7.28,0.99
contig_1919_phanotate_3_geneCall,0.00,0.02,0.01,0.02,0.01,0.01,0.06,0.00,0.04,0.03,9.80,1.00
contig_1919_phanotate_4_geneCall,0.08,0.22,0.12,0.10,0.35,0.10,2.18,0.02,0.61,0.16,6.06,0.98
contig_1919_phanotate_5_geneCall,1.30,2.94,0.31,0.36,0.37,0.73,1.01,0.18,0.37,0.49,1.93,0.09
contig_1919_phanotate_6_geneCall,0.01,0.69,0.02,0.01,0.09,0.07,0.06,0.01,0.02,0.52,8.50,0.99
contig_1919_phanotate_7_geneCall,0.02,0.12,0.05,0.01,0.07,0.02,0.08,0.01,0.03,0.30,9.29,1.00
contig_1919_phanotate_8_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,9.94,1.00
contig_1919_phanotate_9_geneCall,1.57,1.91,0.54,0.59,0.25,0.77,1.20,0.44,0.83,0.28,1.63,0.07
contig_1919_phanotate_10_geneCall,0.37,0.63,0.38,0.53,0.35,0.45,1.57,0.52,0.95,0.21,4.05,0.97
contig_1919_phanotate_11_geneCall,0.00,0.03,0.01,0.00,0.09,0.01,0.02,0.00,0.01,0.01,9.81,1.00
contig_1919_phanotate_12_geneCall,0.04,0.10,0.08,0.15,0.12,0.12,0.11,0.02,0.12,0.19,8.94,1.00
contig_1919_phanotate_13_geneCall,0.02,3.54,0.01,0.01,0.01,0.19,0.09,0.01,0.39,1.30,4.44,0.98
contig_1919_phanotate_14_geneCall,0.01,0.82,0.06,0.03,0.07,1.12,0.05,0.02,0.04,1.37,6.41,0.98
contig_1919_phanotate_15_geneCall,0.03,0.28,0.02,0.02,0.12,0.36,0.03,0.01,0.01,0.32,8.81,1.00
contig_1919_phanotate_16_geneCall,0.00,0.04,0.00,0.00,0.00,0.75,0.00,0.00,0.06,0.32,8.83,1.00
contig_1919_phanotate_17_geneCall,0.01,1.87,0.03,0.03,0.03,0.53,0.07,0.01,0.05,0.77,6.60,0.98
contig_1919_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1919_phanotate_19_geneCall,0.08,0.65,0.17,0.09,0.16,0.18,0.25,0.07,0.26,0.97,7.12,0.99
contig_1919_phanotate_20_geneCall,0.05,3.09,0.06,0.06,0.12,0.93,0.31,0.06,0.11,0.75,4.46,0.98
contig_1919_phanotate_21_geneCall,0.65,2.13,0.66,0.33,0.38,0.35,0.80,0.53,0.55,0.60,3.02,0.96
contig_1919_phanotate_22_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,9.96,1.00
contig_1919_phanotate_23_geneCall,0.00,0.15,0.00,0.00,0.00,0.99,0.00,0.00,0.01,0.02,8.83,1.00
contig_1919_phanotate_24_geneCall,0.03,1.70,0.09,0.01,0.04,0.28,0.12,0.01,0.06,2.29,5.37,0.98
contig_1920_phanotate_1_geneCall,0.20,0.67,0.69,0.76,0.27,0.24,1.03,0.26,0.63,0.22,5.03,0.98
contig_1920_phanotate_2_geneCall,1.73,0.71,0.23,0.30,0.95,0.21,2.65,0.44,0.80,0.17,1.81,0.42
contig_1920_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1920_phanotate_4_geneCall,3.15,0.49,0.18,0.09,1.10,0.14,2.43,0.27,0.54,0.13,1.48,0.87
contig_1920_phanotate_5_geneCall,0.29,0.81,0.52,0.82,0.29,0.24,1.02,0.33,0.69,0.21,4.79,0.98
contig_1920_phanotate_6_geneCall,0.24,0.10,0.13,0.02,0.04,2.67,0.20,0.09,0.26,1.05,5.20,0.98
contig_1920_phanotate_7_geneCall,0.78,0.30,3.13,1.26,0.63,0.24,0.36,0.09,1.55,0.56,1.09,0.77
contig_1920_phanotate_8_geneCall,0.65,0.85,2.89,0.45,0.43,0.70,0.88,0.57,0.50,1.46,0.62,0.77
contig_1920_phanotate_9_geneCall,0.02,0.15,0.06,0.01,0.10,0.30,0.15,0.05,0.17,1.00,7.99,0.99
contig_1920_phanotate_10_geneCall,0.05,0.24,0.04,0.04,0.04,0.14,0.13,0.04,0.03,7.62,1.64,0.90
contig_1920_phanotate_11_geneCall,0.23,0.28,0.13,7.52,0.13,0.10,0.14,0.06,0.11,0.12,1.16,0.94
contig_1920_phanotate_12_geneCall,0.05,0.21,0.15,0.12,0.12,0.16,0.59,0.08,0.38,0.17,7.96,0.99
contig_1921_phanotate_1_geneCall,1.59,0.95,0.29,0.30,0.31,1.71,0.36,0.10,0.41,0.97,3.00,0.96
contig_1921_phanotate_2_geneCall,0.22,0.53,0.09,0.05,0.08,2.11,0.17,0.06,0.17,0.29,6.26,0.98
contig_1921_phanotate_3_geneCall,0.44,0.04,0.15,0.04,0.04,0.02,0.08,9.02,0.03,0.03,0.10,1.00
contig_1921_phanotate_4_geneCall,0.22,1.74,0.42,0.93,0.30,0.45,0.97,0.17,0.40,0.39,4.01,0.97
contig_1921_phanotate_5_geneCall,3.02,1.63,0.04,0.05,0.05,0.22,0.42,0.03,0.26,0.67,3.61,0.97
contig_1921_phanotate_6_geneCall,0.05,2.28,0.02,0.01,0.01,0.17,0.00,0.00,0.02,0.06,7.39,0.99
contig_1921_phanotate_7_geneCall,0.00,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.92,0.99
contig_1921_phanotate_8_geneCall,0.93,0.80,0.15,0.17,1.93,0.24,3.34,0.34,0.60,0.10,1.39,0.48
contig_1921_phanotate_9_geneCall,0.12,0.18,4.99,0.44,0.15,0.07,1.35,0.15,0.16,0.17,2.21,0.88
contig_1921_phanotate_10_geneCall,0.02,0.44,0.04,0.02,0.09,0.07,0.27,0.03,0.13,0.04,8.86,1.00
contig_1921_phanotate_11_geneCall,0.00,0.03,0.01,0.00,0.04,0.03,0.02,0.00,0.01,0.01,9.85,1.00
contig_1921_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,9.94,1.00
contig_1921_phanotate_13_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.95,1.00
contig_1921_phanotate_14_geneCall,0.03,8.69,0.01,0.04,0.05,0.14,0.08,0.01,0.11,0.06,0.77,0.35
contig_1921_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1921_phanotate_16_geneCall,0.03,8.81,0.01,0.02,0.03,0.09,0.06,0.01,0.03,0.04,0.87,0.38
contig_1921_phanotate_17_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.95,1.00
contig_1921_phanotate_18_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,9.94,1.00
contig_1921_phanotate_19_geneCall,0.00,0.03,0.01,0.00,0.04,0.03,0.02,0.00,0.01,0.01,9.85,1.00
contig_1921_phanotate_20_geneCall,0.06,0.43,0.12,0.18,0.21,0.10,0.47,0.08,0.18,0.08,8.10,0.99
contig_1921_phanotate_21_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1921_phanotate_22_geneCall,0.07,0.05,1.65,0.08,0.07,0.56,0.30,0.01,0.02,1.72,5.49,0.98
contig_1921_phanotate_23_geneCall,1.85,0.97,0.14,0.24,1.70,0.24,2.22,0.35,0.46,0.10,1.72,0.37
contig_1921_phanotate_24_geneCall,0.00,0.01,0.00,0.00,0.58,0.03,1.48,0.00,0.17,0.01,7.72,0.99
contig_1921_phanotate_25_geneCall,0.01,0.19,0.00,0.00,0.00,0.02,0.01,0.00,0.01,1.17,8.59,1.00
contig_1921_phanotate_26_geneCall,0.65,1.91,0.06,0.03,0.08,0.32,0.23,0.05,0.11,0.36,6.20,0.98
contig_1921_phanotate_27_geneCall,0.16,1.18,0.40,2.94,0.63,0.25,0.45,0.11,0.28,0.58,3.03,0.96
contig_1921_phanotate_28_geneCall,0.10,0.02,0.05,0.03,0.03,0.02,0.04,9.61,0.02,0.03,0.04,1.00
contig_1921_phanotate_29_geneCall,0.81,0.41,0.13,0.13,0.05,5.05,0.23,0.07,0.31,0.23,2.59,0.93
contig_1921_phanotate_30_geneCall,6.37,0.11,0.04,0.26,0.10,1.57,0.24,0.02,0.16,0.33,0.80,0.96
contig_1921_phanotate_31_geneCall,0.17,1.22,0.12,0.20,0.12,0.22,0.35,0.12,0.08,0.22,7.19,0.99
contig_1921_phanotate_32_geneCall,0.32,0.47,1.46,0.27,2.46,0.83,0.86,0.25,0.18,1.18,1.71,0.70
contig_1921_phanotate_33_geneCall,0.01,0.02,0.01,0.00,0.01,0.09,0.04,0.01,0.01,0.09,9.70,1.00
contig_1921_phanotate_34_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.26,0.00,9.72,1.00
contig_1921_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1921_phanotate_36_geneCall,0.00,0.01,0.01,0.00,0.01,0.01,0.10,0.00,0.05,0.01,9.80,1.00
contig_1921_phanotate_37_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1921_phanotate_38_geneCall,0.00,0.86,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.05,9.06,1.00
contig_1921_phanotate_39_geneCall,0.04,7.45,0.02,0.05,0.16,0.27,0.09,0.01,0.02,0.14,1.76,0.25
contig_1921_phanotate_40_geneCall,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,9.93,1.00
contig_1921_phanotate_41_geneCall,0.00,0.04,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,9.92,1.00
contig_1921_phanotate_42_geneCall,0.00,0.03,0.01,0.00,0.01,0.01,0.05,0.00,0.02,0.19,9.68,1.00
contig_1921_phanotate_43_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1921_phanotate_44_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,9.88,1.00
contig_1921_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,4.33,0.80
contig_1921_phanotate_46_geneCall,0.00,0.58,0.00,0.00,0.04,0.02,0.01,0.00,0.00,0.02,9.30,1.00
contig_1928_phanotate_1_geneCall,0.04,0.38,0.02,0.01,0.05,0.22,0.06,0.02,0.15,0.09,8.96,1.00
contig_1928_phanotate_2_geneCall,0.04,5.06,0.08,0.02,0.08,0.11,0.53,0.07,0.05,0.05,3.91,0.16
contig_1928_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_4_geneCall,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.93,1.00
contig_1928_phanotate_5_geneCall,0.03,0.54,0.16,0.10,0.20,0.10,0.47,0.06,0.11,0.26,7.97,0.99
contig_1928_phanotate_6_geneCall,0.14,0.79,0.14,0.10,0.19,0.19,0.36,0.11,0.23,0.23,7.51,0.99
contig_1928_phanotate_7_geneCall,0.11,0.20,0.16,0.09,0.12,1.17,0.22,0.09,0.14,1.74,5.97,0.98
contig_1928_phanotate_8_geneCall,0.12,1.29,0.31,0.14,0.27,2.75,0.38,0.21,0.30,0.35,3.88,0.97
contig_1928_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_10_geneCall,0.31,0.57,0.35,0.16,0.25,0.42,0.31,0.11,0.28,0.17,7.07,0.99
contig_1928_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_12_geneCall,0.07,1.39,0.22,0.04,0.08,0.44,0.70,0.06,1.32,0.26,5.42,0.98
contig_1928_phanotate_13_geneCall,0.00,0.24,0.01,0.00,0.05,0.32,0.09,0.00,0.17,0.15,8.95,1.00
contig_1928_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_15_geneCall,0.00,0.03,0.00,0.00,0.11,0.04,0.02,0.00,0.00,0.01,9.78,1.00
contig_1928_phanotate_16_geneCall,0.10,6.51,0.19,0.05,0.07,0.19,0.37,0.06,0.23,0.08,2.14,0.22
contig_1928_phanotate_17_geneCall,0.10,0.40,0.08,0.07,0.06,3.10,0.15,0.09,0.19,1.10,4.65,0.98
contig_1928_phanotate_18_geneCall,0.18,3.83,0.08,0.13,0.11,2.13,0.32,0.07,0.19,0.31,2.66,0.11
contig_1928_phanotate_19_geneCall,0.32,0.78,0.29,0.16,0.41,0.72,0.89,0.19,0.30,0.40,5.55,0.98
contig_1928_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.99,1.00
contig_1928_phanotate_21_geneCall,0.00,0.06,0.00,0.00,0.02,0.79,0.01,0.00,0.00,0.01,9.11,1.00
contig_1928_phanotate_22_geneCall,0.01,1.15,0.04,0.02,0.08,1.15,0.09,0.02,0.03,0.15,7.26,0.99
contig_1928_phanotate_23_geneCall,0.09,0.43,0.14,0.24,0.43,0.56,0.62,0.15,0.20,0.41,6.73,0.98
contig_1928_phanotate_24_geneCall,0.25,0.45,0.23,0.13,0.13,0.74,0.32,0.18,0.54,4.30,2.72,0.68
contig_1928_phanotate_25_geneCall,0.07,0.60,0.15,7.22,0.24,0.14,0.15,0.05,0.08,0.59,0.72,0.94
contig_1928_phanotate_26_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_27_geneCall,0.00,0.04,0.00,0.00,0.01,0.06,0.01,0.02,0.02,2.11,7.73,0.99
contig_1928_phanotate_28_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,9.94,1.00
contig_1928_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,9.98,1.00
contig_1928_phanotate_30_geneCall,0.07,0.29,0.19,0.08,0.21,0.16,0.24,0.10,0.07,0.20,8.39,0.99
contig_1928_phanotate_31_geneCall,0.06,0.62,0.21,0.53,0.10,0.18,0.20,0.10,0.34,0.40,7.25,0.99
contig_1928_phanotate_32_geneCall,0.34,0.42,0.40,0.48,0.28,0.28,0.25,0.14,0.20,0.45,6.77,0.98
contig_1928_phanotate_33_geneCall,0.06,0.83,2.13,0.04,0.26,0.96,0.17,0.04,0.07,3.06,2.39,0.61
contig_1928_phanotate_34_geneCall,0.01,0.09,0.02,0.00,0.01,0.11,0.08,0.02,0.08,0.03,9.53,1.00
contig_1928_phanotate_35_geneCall,0.02,0.90,0.06,0.02,0.03,0.05,0.06,0.02,0.03,0.07,8.73,1.00
contig_1928_phanotate_36_geneCall,0.01,0.07,0.01,0.01,0.03,0.09,0.04,0.01,0.08,0.04,9.63,1.00
contig_1928_phanotate_37_geneCall,0.14,0.78,0.32,0.17,0.49,0.28,0.58,0.12,0.22,1.80,5.10,0.98
contig_1928_phanotate_38_geneCall,0.22,0.36,0.06,0.03,0.11,0.38,0.23,0.41,0.18,0.32,7.71,0.99
contig_1928_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,7.63,2.29,0.90
contig_1928_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1928_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1928_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.56,9.42,1.00
contig_1928_phanotate_43_geneCall,0.00,0.06,0.00,0.00,0.01,0.01,0.03,0.00,0.02,0.02,9.84,1.00
contig_1928_phanotate_44_geneCall,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,5.98,3.99,0.81
contig_1928_phanotate_45_geneCall,0.18,0.98,0.21,0.15,0.25,1.93,0.29,0.14,0.20,0.88,4.79,0.98
contig_1928_phanotate_46_geneCall,0.30,1.10,0.27,0.59,0.71,0.97,0.56,0.28,0.51,0.31,4.41,0.98
contig_1928_phanotate_47_geneCall,0.09,2.00,0.11,0.06,0.35,1.15,0.44,0.12,0.15,0.35,5.19,0.98
contig_1928_phanotate_48_geneCall,0.12,0.37,0.11,0.09,0.32,0.35,0.40,0.12,0.17,2.15,5.81,0.98
contig_1928_phanotate_49_geneCall,0.00,0.02,0.00,0.00,0.12,0.04,0.00,0.00,0.00,0.37,9.45,1.00
contig_1928_phanotate_50_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56,6.41,0.98
contig_1928_phanotate_51_geneCall,0.12,0.90,0.21,0.16,0.13,0.35,0.77,0.06,0.56,0.38,6.36,0.98
contig_1928_phanotate_52_geneCall,0.01,9.68,0.05,0.00,0.01,0.07,0.02,0.00,0.01,0.04,0.11,0.91
contig_1928_phanotate_53_geneCall,0.13,1.91,0.12,0.41,0.17,0.22,0.56,0.06,0.20,0.16,6.04,0.98
contig_1928_phanotate_54_geneCall,0.45,3.22,0.38,0.23,0.21,2.60,0.38,0.17,0.37,0.38,1.63,0.09
contig_1928_phanotate_55_geneCall,0.31,0.58,0.58,2.13,0.60,0.43,2.17,0.34,1.71,0.25,0.90,0.37
contig_1928_phanotate_56_geneCall,0.17,2.42,0.45,0.22,0.52,0.68,0.34,0.13,0.20,2.40,2.47,0.96
contig_1939_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1939_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,9.96,1.00
contig_1939_phanotate_6_geneCall,0.00,0.04,0.03,0.04,0.02,0.12,0.06,0.01,0.07,0.09,9.52,1.00
contig_1939_phanotate_7_geneCall,0.01,0.16,0.12,0.01,0.12,0.04,0.12,0.00,0.03,0.06,9.33,1.00
contig_1939_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1939_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.01,9.95,1.00
contig_1939_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
contig_1939_phanotate_11_geneCall,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.78,1.00
contig_1939_phanotate_12_geneCall,0.00,0.10,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,9.86,1.00
contig_1939_phanotate_13_geneCall,0.02,0.06,0.09,0.01,0.06,0.01,0.00,0.01,0.02,0.33,9.39,1.00
contig_1939_phanotate_14_geneCall,0.07,0.19,0.07,0.18,0.13,0.75,0.36,0.04,0.21,0.69,7.31,0.99
contig_1939_phanotate_15_geneCall,0.08,0.12,8.24,0.07,0.19,0.02,0.30,0.05,0.06,0.09,0.77,0.97
contig_1939_phanotate_16_geneCall,0.13,0.89,1.44,0.86,0.43,0.85,1.35,0.24,0.44,1.37,2.01,0.96
contig_1939_phanotate_17_geneCall,0.09,0.28,5.84,0.05,0.27,0.26,0.33,0.76,0.08,1.57,0.48,0.91
contig_1939_phanotate_18_geneCall,0.13,0.19,8.35,0.11,0.25,0.10,0.20,0.09,0.11,0.24,0.23,0.97
contig_1939_phanotate_19_geneCall,0.09,0.81,0.33,0.15,0.34,0.55,1.47,0.13,0.21,1.70,4.22,0.97
contig_1939_phanotate_20_geneCall,0.03,0.11,0.02,0.05,0.18,0.11,0.46,0.15,0.55,0.32,8.05,0.99
contig_1939_phanotate_21_geneCall,0.02,0.11,0.01,0.06,0.71,0.03,0.11,0.01,0.03,0.04,8.86,1.00
contig_1939_phanotate_22_geneCall,0.17,2.15,1.10,0.45,0.33,0.16,1.27,0.14,0.24,0.37,3.62,0.97
contig_1939_phanotate_23_geneCall,0.04,0.05,0.02,0.00,0.05,0.66,0.35,0.00,0.23,0.84,7.75,0.99
contig_1939_phanotate_24_geneCall,0.04,1.89,0.04,0.04,0.03,0.21,0.12,0.02,0.32,0.18,7.12,0.99
contig_1939_phanotate_25_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_26_geneCall,0.09,1.13,0.31,0.51,0.14,0.88,2.04,0.09,0.20,1.88,2.74,0.96
contig_1939_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1939_phanotate_28_geneCall,0.01,0.11,0.02,0.01,0.04,0.06,0.10,0.02,0.14,0.17,9.32,1.00
contig_1939_phanotate_29_geneCall,0.08,1.73,0.07,0.04,0.07,0.12,0.13,0.02,0.05,0.29,7.40,0.99
contig_1939_phanotate_30_geneCall,0.13,0.85,0.04,0.01,0.03,0.87,0.05,0.01,0.02,0.01,7.99,0.99
contig_1939_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_32_geneCall,0.10,0.30,0.13,0.05,0.16,0.22,0.20,0.07,0.28,4.26,4.24,0.68
contig_1939_phanotate_33_geneCall,0.12,0.43,0.21,0.13,0.17,0.68,0.35,0.16,0.69,0.29,6.79,0.98
contig_1939_phanotate_34_geneCall,0.04,0.89,0.02,0.02,0.05,0.50,0.07,0.03,0.07,0.12,8.17,0.99
contig_1939_phanotate_35_geneCall,0.23,0.81,0.17,0.16,0.23,0.58,0.37,0.17,0.39,0.47,6.41,0.98
contig_1939_phanotate_36_geneCall,0.20,0.31,0.45,0.08,0.31,1.31,0.39,0.12,0.33,0.26,6.24,0.98
contig_1939_phanotate_37_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1939_phanotate_38_geneCall,0.12,6.25,0.11,0.08,0.10,1.12,0.15,0.07,0.12,0.56,1.31,0.20
contig_1939_phanotate_39_geneCall,0.00,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.15,9.77,1.00
contig_1939_phanotate_40_geneCall,0.10,1.32,0.20,0.12,0.21,1.30,0.27,0.08,0.12,0.54,5.74,0.98
contig_1940_phanotate_1_geneCall,1.05,2.53,0.63,0.33,0.59,1.43,0.68,0.46,0.41,0.39,1.50,0.08
contig_1940_phanotate_2_geneCall,1.09,2.40,0.67,0.43,0.58,1.25,0.73,0.47,0.42,0.38,1.56,0.08
contig_1940_phanotate_3_geneCall,0.11,0.27,0.33,0.54,0.48,1.29,1.73,0.14,0.62,0.45,4.03,0.97
contig_1940_phanotate_4_geneCall,0.49,2.72,1.27,0.27,0.36,1.55,0.88,0.26,0.34,0.32,1.53,0.08
contig_1940_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.09,0.00,9.83,1.00
contig_1940_phanotate_6_geneCall,0.42,1.80,1.00,0.41,0.50,1.43,0.48,0.20,0.69,0.76,2.31,0.96
