Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
circular_pair_3164	4558	61	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3176	4933	65	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3320	6178	42	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3348	7428	23	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3393	5019	121	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3539	4306	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3547	5983	34	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3608	7615	34	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3692	4462	29	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3739	4928	30	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3758	4297	9	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3784	3364	28	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_38	900	1	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3835	10377	28	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3842	6395	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3894	4570	8	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3896	4763	28	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3970	7896	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3981	6376	25	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4220	7615	16	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4242	4413	51	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4324	5731	34	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4575	5094	44	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4699	4855	32	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_471	4071	42	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4729	5584	36	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_667	3279	43	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_670	7535	21	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_831	8188	7	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_845	6499	27	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_87	2967	56	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_925	13496	8	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_965	5200	32	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_983	10574	8	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_1042	4401	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_1057	1440	64	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_1115	7294	60	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_135	3047	47	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_164	3328	42	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_210	1888	37	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_297	1290	205	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_427	1143	11	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_440	2217	52	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_445	1405	31	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_451	1069	112	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_534	1259	40	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_560	2739	85	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_7	2163	89	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_775	1993	70	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_848	1361	29	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_877	3464	49	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_881	3487	22	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_887	2714	71	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_917	1598	44	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_984	2240	70	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_10	679	5	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1001	933	338	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1002	40547	7	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1003	8436	58	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1004	11565	79	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1005	2757	10	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1006	14904	70	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1013	622	80	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1014	625	172	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1015	1402	242	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1019	508	937	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1020	503	943	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1024	140	7	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1026	513	6	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1028	785	174	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_103	997	77	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1034	34471	38	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1035	7045	96	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1038	4743	118	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1039	4315	11	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_104	506	3	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_105	1101	997	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1051	2001	23	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1053	26303	103	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1055	21399	149	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1056	22349	33	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1057	6223	20	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1058	5126	82	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1063	12543	210	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1064	1487	10	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1066	5021	13	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1067	6400	274	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1069	5776	5	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_107	1065	1117	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1074	805	108	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1075	515	16	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1077	836	799	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1089	3119	26	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_109	1406	930	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1095	539	642	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1098	1252	13	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1099	2101	73	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1101	539	9	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1102	505	563	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1103	9383	215	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1104	4589	24	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1105	39957	40	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1106	4016	39	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1115	65385	47	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_112	715	127	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1120	8142	43	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1121	809	16	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1134	506	122	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_114	1540	8	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_115	1290	10	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1152	61387	22	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1158	3844	220	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_116	537	8	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1165	608	9	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1166	30525	12	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1168	31071	50	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1169	39240	143	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_117	1960	716	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1170	76700	115	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1172	6060	100	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1173	6038	9	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1174	7192	28	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1175	6622	117	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1177	2871	290	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_118	4510	30	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1181	62520	59	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1183	558	399	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1184	646	403	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1185	616	367	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1188	585	26	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1190	641	7	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1192	786	333	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1193	523	152	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1194	1526	9	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1195	508	406	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1196	951	147	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1197	609	584	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1198	945	939	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1199	907	481	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_12	1136	27	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1202	1230	10	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1203	510	125	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1204	501	756	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1208	3074	81	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_121	621	176	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1211	4760	80	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1212	17570	37	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1216	592	15	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1217	20523	20	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1218	662	88	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1219	682	4	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_122	1202	430	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1220	17014	20	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1222	23834	38	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1224	4396	20	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1226	6047	57	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1230	1097	5	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1233	539	879	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1237	729	27	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1239	863	32	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
