CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_1724	1	18.9Kb	incomplete(40)	head,portal	47-18998	0	36	21	15	100%	0	no	6	PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(8),PHAGE_Escher_HK639_NC_016158(3),PHAGE_Pseudo_PS_1_NC_029066(3),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Pseudo_PaMx74_NC_028809(2),PHAGE_Riemer_RAP44_NC_019490(1),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Salmon_SP_101_NC_042065(1),PHAGE_Acinet_AbP2_NC_041998(1),PHAGE_Vibrio_vB_VpaS_MAR10_NC_019713(1),PHAGE_Pseudo_H105/1_NC_015293(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Pseudo_vB_Pae_Kakheti25_NC_017864(1),PHAGE_Paraco_vB_PmaS_IMEP1_NC_026608(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Pseudo_NP1_NC_031058(1),PHAGE_Pseudo_phiPSA1_NC_024365(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Salmon_SETP7_NC_022754(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Salmon_SETP13_NC_022752(1),PHAGE_Acinet_IME_AB3_NC_023590(1),PHAGE_Pseudo_73_NC_007806(1),PHAGE_Vibrio_SSP002_NC_041910(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Acinet_vB_AbaS_Loki_NC_042137(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Salmon_SS3e_NC_006940(1),PHAGE_Rhodob_RcSpartan_NC_041963(1),PHAGE_Idioma_Phi1M2_2_NC_025471(1),PHAGE_Acinet_LZ35_NC_031117(1),PHAGE_Pseudo_M6_NC_007809(1)	14	22.22%	44.52%
>contig_1783	1	5.3Kb	incomplete(10)	NA	21-5374	0	16	9	7	100%	0	no	5	PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Entero_HK140_NC_019710(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Entero_HK022_NC_002166(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Staphy_37_NC_007055(1)	3	6.25%	36.63%
>contig_1976	1	31Kb	incomplete(40)	tail	919-31983	0	43	30	13	100%	0	no	2	PHAGE_Lister_B054_NC_009813(15),PHAGE_Lactob_LBR48_NC_027990(14),PHAGE_Deep_s_D6E_NC_019544(5),PHAGE_Rhizob_RHEph04_NC_041908(3),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Rhizob_RHEph06_NC_027296(2),PHAGE_Aeromo_pAh6_C_NC_025459(2),PHAGE_Synech_S_CBS4_NC_016766(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Edward_MSW_3_NC_020082(1),PHAGE_Cronob_CR9_NC_023717(1),PHAGE_Escher_C119_NC_042046(1),PHAGE_Escher_KP26_NC_042038(1),PHAGE_Entero_vB_EcoS_NBD2_NC_031050(1),PHAGE_Edward_PEi21_NC_021342(1),PHAGE_Halovi_HRTV_8_NC_021321(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Lister_P40_NC_011308(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Cronob_CR3_NC_017974(1),PHAGE_Acinet_YMC13/03/R2096_NC_027332(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1)	29	34.88%	39.95%
>contig_2777	1	14Kb	incomplete(30)	integrase	14107-28119	0	9	6	3	100%	0	yes	4	PHAGE_Lactob_jlb1_NC_024206(3),PHAGE_Lactob_KC5a_NC_007924(3),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Lister_vB_LmoS_293_NC_028929(1),PHAGE_Lister_A500_NC_009810(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Lister_2389_NC_003291(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lister_vB_LmoS_188_NC_028871(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Lister_LP_030_3_NC_024384(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_Lv_1_NC_011801(1)	3	33.33%	31.71%
>contig_2864	1	19.1Kb	incomplete(50)	tail,capsid,virion	13983-33175	0	25	16	9	100%	0	no	8	PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(7),PHAGE_Ralsto_RSB2_NC_023736(6),PHAGE_Pelagi_HTVC019P_NC_020483(5),PHAGE_Pelagi_HTVC011P_NC_020482(4),PHAGE_Vibrio_VP4_NC_007149(2),PHAGE_Synech_S_RIP2_NC_020838(2),PHAGE_Cyanop_KBS_P_1A_NC_020865(2),PHAGE_Vibrio_N4_NC_013651(2),PHAGE_Vibrio_ICP3_NC_015159(2),PHAGE_Vibrio_CHOED_NC_023863(1),PHAGE_Entero_T7_NC_001604(1),PHAGE_Strept_R4_NC_019414(1),PHAGE_Stenot_IME15_NC_019416(1),PHAGE_Synech_S_CBP1_NC_025456(1),PHAGE_Yersin_Yepe2_NC_011038(1),PHAGE_Yersin_phiA1122_NC_004777(1),PHAGE_Synech_S_CBP3_NC_025461(1),PHAGE_Strept_phiELB20_NC_041849(1),PHAGE_Yersin_Berlin_NC_008694(1),PHAGE_Caulob_Percy_NC_029092(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_LM33_P1_NC_031937(1),PHAGE_Ralsto_RSJ5_NC_029007(1),PHAGE_Brucel_BiPBO1_NC_031264(1),PHAGE_Yersin_Yep_phi_NC_023715(1),PHAGE_Escher_80001_NC_027387(1),PHAGE_Cyanop_SS120_1_NC_020872(1),PHAGE_Pseudo_phi15_NC_015208(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Verruc_P8625_NC_029047(1),PHAGE_Synech_S_CBP42_NC_029031(1),PHAGE_Strept_phiC31_NC_001978(1),PHAGE_Roseob_SIO1_NC_002519(1),PHAGE_Podovi_Lau218_NC_024329(1),PHAGE_Delfti_IME_DE1_NC_028702(1),PHAGE_Pseudo_phiPSA2_NC_024362(1),PHAGE_Entero_13a_NC_011045(1),PHAGE_Pseudo_PPPL_1_NC_028661(1),PHAGE_Prochl_P_SSP7_NC_006882(1),PHAGE_Entero_K30_NC_015719(1),PHAGE_Ralsto_RSJ2_NC_028988(1),PHAGE_Pseudo_PPpW_4_NC_023005(1),PHAGE_Citrob_CR44b_NC_023576(1),PHAGE_Yersin_vB_YenP_AP5_NC_025451(1),PHAGE_Cyanop_9515_10a_NC_016657(1),PHAGE_Pseudo_gh_1_NC_004665(1),PHAGE_Salmon_Vi06_NC_015271(1)	6	28%	43.01%
>contig_2512	1	4.7Kb	incomplete(20)	integrase	1574-6347	0	6	6	0	100%	0	no	5	PHAGE_Bacter_APSE_2_NC_011551(2),PHAGE_Xylell_Xfas53_NC_013599(2),PHAGE_Burkho_BcepC6B_NC_005887(2),PHAGE_Bordet_BPP_1_NC_005357(2),PHAGE_Endosy_APSE_1_NC_000935(2),PHAGE_Crocei_P2559Y_NC_023614(2),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Cellul_phi18:1_NC_021790(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Cellul_phi18:3_NC_021794(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Bacill_phiAGATE_NC_020081(1)	2	33.33%	42.75%
>contig_1275	1	6.9Kb	incomplete(40)	protease	24957-31948	0	16	6	10	100%	0	no	4	PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Clostr_phiCTP1_NC_014457(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Cronob_CR5_NC_021531(1),PHAGE_Strept_Dp_1_NC_015274(1),PHAGE_Erwini_vB_EamM_Caitlin_NC_031120(1),PHAGE_Erwini_vB_EamM_EarlPhillipIV_NC_031007(1)	3	6.25%	36.20%
>contig_1258	1	9Kb	incomplete(10)	NA	19625-28631	0	14	7	7	100%	0	no	7	PHAGE_Lactoc_phiL47_NC_023574(3),PHAGE_Brevib_Sundance_NC_028749(2),PHAGE_Lactoc_WRP3_NC_027341(2),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Weisse_WCP30_NC_031101(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Lactob_Lb338_1_NC_012530(1),PHAGE_Clostr_phiMMP03_NC_028959(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Lactob_LP65_NC_006565(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Clostr_phiMMP01_NC_028883(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Clostr_phiCD506_NC_028838(1),PHAGE_Strept_315.3_NC_004586(1),PHAGE_Clostr_phiCD481_1_NC_028951(1)	1	21.42%	36.68%
>contig_1539	1	24.1Kb	questionable(80)	tail,plate,head,capsid	64-24167	0	40	34	6	100%	0	no	15	PHAGE_Haemop_Aaphi23_NC_004827(14),PHAGE_Aggreg_S1249_NC_013597(13),PHAGE_Cronob_phiES15_NC_018454(7),PHAGE_Salmon_BP63_NC_031250(6),PHAGE_Escher_HK639_NC_016158(5),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Escher_YD_2008.s_NC_027383(2),PHAGE_Escher_Envy_NC_031081(2),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Caulob_karma_NC_019410(1),PHAGE_Entero_DE3_NC_042057(1),PHAGE_Staphy_PVL_NC_002321(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Burkho_BcepGomr_NC_009447(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Strept_SM1_NC_004996(1),PHAGE_Sodali_SO1_NC_013600(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Caulob_magneto_NC_019407(1),PHAGE_Entero_SSL2009a_NC_012223(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Edward_eiAU_NC_042029(1),PHAGE_Entero_JenP2_NC_028997(1),PHAGE_Entero_JL1_NC_019419(1),PHAGE_Rhizob_RHEph04_NC_041908(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_vB_EcoS_NBD2_NC_031050(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Caulob_phiCbK_NC_019405(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Entero_T1_NC_005833(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Escher_SRT8_NC_042043(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Liberi_SC2_NC_019550(1),PHAGE_Dinoro_vB_DshS_R5C_NC_041921(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Gordon_McGonagall_NC_030912(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Liston_phiHSIC_NC_006953(1),PHAGE_Strept_PH15_NC_010945(1),PHAGE_Lactob_PLE3_NC_031125(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Entero_UAB_Phi20_NC_031019(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Shigel_Shfl1_NC_015456(1),PHAGE_Geobac_GBSV1_NC_008376(1)	16	35%	34.76%
>contig_2856	1	7.6Kb	incomplete(30)	tail	2467-10079	0	13	11	2	100%	0	no	4	PHAGE_Rhizob_16_3_NC_011103(4),PHAGE_Brucel_BiPBO1_NC_031264(3),PHAGE_Rhodob_RcapNL_NC_020489(2),PHAGE_Shigel_pSf_1_NC_021331(1),PHAGE_Pseudo_H105/1_NC_015293(1),PHAGE_Escher_bV_EcoS_AHS24_NC_024784(1),PHAGE_Strept_phiSASD1_NC_014229(1),PHAGE_Entero_Ec_L1_NC_042122(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1)	8	30.76%	43.96%
>contig_2196	1	13.6Kb	incomplete(50)	tail,plate	15497-29161	0	34	16	18	100%	0	no	6	PHAGE_Haemop_Aaphi23_NC_004827(5),PHAGE_Aggreg_S1249_NC_013597(5),PHAGE_Salmon_BP63_NC_031250(4),PHAGE_Iodoba_phiPLPE_NC_011142(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Entero_P22_NC_002371(1),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Pseudo_vB_PaeM_G1_NC_041968(1),PHAGE_Cronob_vB_CsaM_GAP31_NC_019400(1),PHAGE_Salmon_103203_sal5_NC_031946(1),PHAGE_Entero_4MG_NC_022968(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Pseudo_vB_PaeM_PAO1_Ab03_NC_026587(1),PHAGE_Methan_psiM100_NC_002628(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Bdello_phi1422_NC_019525(1),PHAGE_Methan_psiM2_NC_001902(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_VCM_NC_029065(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Acinet_YMC13/03/R2096_NC_027332(1)	11	14.7%	35.05%
>contig_1891	1	22.9Kb	questionable(80)	lysin,capsid,fiber	1247-24165	0	47	20	27	100%	0	no	5	PHAGE_Lactob_Lv_1_NC_011801(6),PHAGE_Lactob_phiadh_NC_000896(4),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_M102AD_NC_028984(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Lactob_phiAT3_NC_005893(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactoc_WRP3_NC_027341(1)	12	12.76%	35.05%
>contig_2993	1	8.1Kb	intact(150)	lysis	355-8535	0	12	7	5	100%	0	no	2	PHAGE_Alces_4718_NC_040349(3),PHAGE_Microv_Fen7940_21_NC_027648(2),PHAGE_Chimpa_3_NC_030458(1),PHAGE_Alces_5560_NC_040350(1),PHAGE_Gokush_Bog1183_53_NC_027633(1),PHAGE_Paraba_YZ_2015a_NC_029012(1),PHAGE_Gokush_Bog8989_22_NC_027637(1),PHAGE_Gokush_GNX3R_NC_028994(1),PHAGE_Gokush_Bog5712_52_NC_027636(1),PHAGE_Alces_5067_NC_040374(1),PHAGE_Paraba_YZ_2015b_NC_029014(1),PHAGE_Gokush_Fen672_31_NC_027642(1),PHAGE_Chlamy_4_NC_007461(1)	6	25%	52.85%
>contig_1367	1	18.1Kb	incomplete(50)	plate,integrase,tail	141-18263	0	39	26	13	100%	0	yes	23	PHAGE_Salmon_vB_SosS_Oslo_NC_018279(3),PHAGE_Shigel_Stx_NC_029120(3),PHAGE_Escher_TL_2011b_NC_019445(2),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Shigel_POCJ13_NC_025434(2),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Vibrio_VvAW1_NC_020488(2),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(2),PHAGE_Vibrio_pYD38_A_NC_021534(2),PHAGE_Sinorh_phiLM21_NC_029046(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Entero_DE3_NC_042057(1),PHAGE_Entero_P4_NC_001609(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Pseudo_phiPto_bp6g_NC_023718(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Mycoba_Inventum_NC_026596(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Yersin_phiYeO3_12_NC_001271(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Vibrio_vB_VpaS_MAR10_NC_019713(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Escher_P483_NC_028822(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Shigel_Ss_VASD_NC_028685(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Paraco_Shpa_NC_041868(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Stx2_c_86_NC_008464(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Escher_TL_2011c_NC_019442(1),PHAGE_Salmon_ST160_NC_014900(1),PHAGE_Klebsi_vB_Kpn_IME260_NC_041899(1),PHAGE_Edward_PEi21_NC_021342(1),PHAGE_Entero_E_3_NC_028795(1),PHAGE_Acinet_Petty_NC_023570(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Salmon_epsilon34_NC_011976(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Escher_ADB_2_NC_019725(1),PHAGE_Thalas_BA3_NC_009990(1)	2	7.69%	35.79%
>contig_2987	1	7.2Kb	incomplete(10)	NA	6-7269	0	16	8	8	100%	0	no	6	PHAGE_Lactob_jlb1_NC_024206(2),PHAGE_Lactob_KC5a_NC_007924(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_phiARI0004_NC_031920(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Lactob_Lc_Nu_NC_007501(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Strept_phiARI0468_4_NC_031915(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Strept_phiARI0031_NC_031910(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Bacter_Sitara_NC_028854(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Strept_phiARI0468_1_NC_031929(1),PHAGE_Staphy_MCE_2014_NC_025416(1),PHAGE_Lactob_iLp1308_NC_028911(1)	2	12.5%	35.24%
>contig_1045	1	5.6Kb	incomplete(50)	terminase,portal	602-6216	0	9	9	0	100%	0	no	6	PHAGE_Lactob_KC5a_NC_007924(3),PHAGE_Lactob_LfeSau_NC_029068(2),PHAGE_Lactob_jlb1_NC_024206(2),PHAGE_Lactob_phiAQ113_NC_019782(2),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_ATCC8014_NC_019916(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Bacill_phi4B1_NC_028886(1),PHAGE_Strept_phiARI0131_1_NC_031901(1),PHAGE_Lactob_phiPYB5_NC_027982(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Lactob_CL2_NC_028835(1),PHAGE_Strept_phiARI0462_NC_031942(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Pedioc_clP1_NC_016161(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Entero_phiFL1A_NC_013646(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Lactoc_PLgT_1_NC_031016(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Lactob_iLp1308_NC_028911(1)	4	33.33%	35.10%
>contig_1684	1	16.3Kb	questionable(80)	plate	7415-23792	0	21	15	6	100%	0	no	7	PHAGE_Bacill_SP_10_NC_019487(2),PHAGE_Bacill_SIOphi_NC_042133(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Rhodoc_REQ2_NC_016652(1),PHAGE_Gordon_Gsput1_NC_030932(1),PHAGE_Rhodoc_RGL3_NC_016650(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacill_SPG24_NC_030903(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Lactoc_WRP3_NC_027341(1)	4	9.52%	42.78%
