contig	protLen	protHits
contig_2178	572	fig|1206110.3.peg.47 DNA replication protein, fig|578234.2.peg.35 Helicase loader DnaI r1t-like_streptococcal_phages 578234.2 Siphoviridae Lactobacillus phage Lv-1 protein, fig|354260.3.peg.13 Helicase loader DnaI r1t-like_streptococcal_phages 354260.3 Lactococcus phage 4268 protein, fig|12348.2.peg.44 Phage DNA helicase loader protein
contig_2179	278	Phage DNA methyltransferase protein
contig_2179	194	Phage protein, gp70 Mycobacterium phage Yoshi | Mycobacterium | phage | Yoshi protein, fig|1527512.3.peg.30 hypothetical protein, fig|1445726.3.peg.30 hypothetical protein, fig|331278.3.peg.162 Phage protein, fig|1406788.3.peg.50 hypothetical protein
contig_2179	104	NA
contig_2179	230	fig|1540823.3.peg.21 hypothetical protein, fig|532075.2.peg.9 Phage protein
contig_2179	233	fig|1150989.3.peg.95 Phage protein, fig|292639.2.peg.30 Phage protein, fig|1308896.3.peg.20 RecT protein, fig|387909.2.peg.20 Recombinational DNA repair protein
contig_2179	476	single-stranded DNA-binding protein, Single stranded DNA-binding protein
contig_2179	194	DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis Phage_DNA_synthesis_NEW 496874.2 Siphoviridae Lactobacillus phage Lrm1 protein, Phage Type II Adenine-specific methyltransferase (EC 2.1.1.72 protein
contig_2179	215	fig|330397.2.peg.54 Phage protein, fig|1229752.3.peg.16 hypothetical protein, fig|990550.3.peg.35 Phage protein, fig|934027.3.peg.12 Phage protein, fig|1110702.3.peg.132 Phage protein
contig_2179	509	fig|139871.2.peg.20 Phage resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 139871.2 Viruses Lactobacillus johnsonii prophage Lj771 Viruses. protein, fig|363555.2.peg.22 Phage resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 363555.2 Siphoviridae Lactobacillus phage KC5a protein, fig|12348.2.peg.49 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 12348.2 Siphoviridae Lactobacillus phage LL-H protein, fig|559189.2.peg.68 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 559189.2 Myoviridae Clostridium phage phiCD27 protein, fig|146269.2.peg.39 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 146269.2 Siphoviridae Lactobacillus phage Lc-Nu protein
contig_2184	167	Phage protein, hypothetical protein
contig_2184	185	fig|6666666.43246.peg.62 Protein of Unknown Function Not in a subsystem 6666666.43246 Cellulophaga phage phi18:1 protein, fig|6666666.43252.peg.61 Protein of Unknown Function Not in a subsystem 6666666.43252 Cellulophaga phage phi18:2 protein, fig|260149.5.peg.188 Phage protein
contig_2184	188	fig|6666666.74476.peg.35 hypothetical protein, fig|6666666.43271.peg.32 Protein of Unknown Function Not in a subsystem 6666666.43271 Cellulophaga phage phi46:3 protein, fig|6666666.43264.peg.34 Protein of Unknown Function Not in a subsystem 6666666.43264 Cellulophaga phage phi18:3 protein, fig|6666666.43268.peg.36 Protein of Unknown Function Not in a subsystem 6666666.43268 Cellulophaga phage phi13:2 protein
contig_2184	176	fig|262071.2.peg.40 Phage protein, fig|559189.2.peg.38 Phage repressor protein
contig_2184	338	cell wall hydrolase/autolysin Not in a subsystem 1273741.3 Bacillus phage Eoghan, complete genome. protein, cell wall hydrolase/autolysin Bacillus virus Taylor | wall | hydrolase/autolysin | Bacillus | virus | Taylor protein, cell wall hydrolase/autolysin Bacillus virus Eoghan | wall | hydrolase/autolysin | Bacillus | virus | Eoghan protein, fig|1273741.3.peg.31 cell wall hydrolase/autolysin Not in a subsystem 1273741.3 Bacillus phage Eoghan, complete genome. protein, fig|1406782.3.peg.34 endolysin Not in a subsystem 1406782.3 Bacillus phage Blastoid, complete genome. protein, fig|444860.6.peg.143 Phage protein, fig|1316739.3.peg.1 hypothetical protein
contig_2184	92	NA
contig_2184	344	fig|1007127.3.peg.26 Phage protein, fig|1028375.3.peg.167 Phage protein, fig|1262512.3.peg.46 membrane protein, fig|221915.7.peg.28 Phage protein, fig|221915.9.peg.44 putative MFS transporter-like protein
contig_2184	260	tail-tape measure protein, fig|948870.3.peg.139 Phage protein, fig|1486659.3.peg.150 hypothetical protein
contig_2184	176	fig|6666666.43277.peg.30 Protein of Unknown Function Not in a subsystem 6666666.43277 Cellulophaga phage phi19:3 protein, fig|194699.1.peg.32 Phage protein, fig|263374.1.peg.32 Phage protein, fig|263375.1.peg.32 Phage protein
contig_2184	92	hypothetical protein, fig|6666666.74491.peg.21 hypothetical protein
contig_2184	200	fig|6666666.34168.peg.125 Phage protein
contig_2184	89	NA
contig_2184	236	fig|504346.2.peg.5 Phage protein
contig_2184	596	fig|297254.3.peg.12 Phage protein
contig_2184	113	NA
contig_2184	110	NA
contig_2184	95	Phage protein, MscS Mechanosensitive ion channel Not in a subsystem 6666666.74580 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S41-C63 clone protein, hypothetical protein
contig_2184	101	Phage protein, fig|6666666.43276.peg.55 Protein of Unknown Function Not in a subsystem 6666666.43276 Cellulophaga phage phi19:1 protein, fig|934027.3.peg.144 Phage protein, fig|1110702.3.peg.92 Phage protein, fig|1229752.3.peg.141 hypothetical protein, fig|990550.3.peg.75 Phage protein
contig_2184	89	NA
contig_2184	587	hypothetical protein, fig|1406785.3.peg.226 hypothetical protein, fig|207656.3.peg.203 hypothetical protein, fig|762905.4.peg.7 Phage protein, fig|6666666.3787.peg.64 Phage protein, fig|6666666.73701.peg.23 hypothetical protein
contig_2184	98	NA
contig_2184	314	NA
contig_2184	350	fig|925984.3.peg.24 Phage protein, fig|10747.1.peg.21 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein
contig_2184	347	fig|1555202.3.peg.87 hypothetical protein, fig|1273738.4.peg.420 hypothetical protein, fig|6666666.73567.peg.15 dUTP diphosphatase Not in a subsystem 6666666.73567 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S27-C45 protein, fig|526118.2.peg.13 Phage protein
contig_2184	458	fig|1041527.3.peg.15 hypothetical protein, fig|221915.9.peg.16 hypothetical protein, fig|221915.9.peg.228 hypothetical protein, fig|516541.3.peg.201 Phage protein, fig|1028375.3.peg.137 Phage protein
contig_2184	575	fig|6666666.74596.peg.13 hypothetical protein, fig|1147044.3.peg.35 Phage protein
contig_2184	356	fig|754038.3.peg.63 hypothetical protein, fig|444878.6.peg.63 Phage protein
contig_2184	215	fig|697227.5.peg.251 AsiA anti-sigma 70 protein, fig|6666666.74717.peg.1 hypothetical protein, fig|1052121.5.peg.155 anti-sigma 70 protein, fig|1091052.3.peg.43 Phage protein, fig|1477406.3.peg.19 hypothetical protein
contig_2184	407	fig|6666666.73901.peg.2 putative phage internal virion protein, fig|6666666.73905.peg.26 putative phage internal virion protein, fig|6666666.73632.peg.34 putative phage internal virion protein, fig|6666666.73902.peg.2 putative phage internal virion protein, fig|6666666.73903.peg.26 putative phage internal virion protein
contig_2184	269	fig|1204543.4.peg.21 hypothetical protein, fig|1235660.3.peg.114 hypothetical protein, fig|1239383.3.peg.115 hypothetical protein, fig|1416012.3.peg.27 hypothetical protein, fig|373415.2.peg.27 Phage portal protein
contig_2184	107	NA
contig_2184	122	fig|1519999.3.peg.16 hypothetical protein
contig_2184	122	NA
contig_2184	236	fig|6666666.43279.peg.83 Protein of Unknown Function Not in a subsystem 6666666.43279 Cellulophaga phage phi17:2 protein, fig|1481112.3.peg.12 hypothetical protein
contig_2184	164	fig|1084719.3.peg.458 Phage protein, fig|948870.3.peg.19 Phage protein, fig|268746.6.peg.300 Phage protein
contig_2184	95	NA
contig_2184	134	fig|632112.2.peg.156 Phage protein
contig_2184	149	NA
contig_2184	110	NA
contig_2184	89	DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 588068.3 Vibrio phage VP3 protein, T7-like phage DNA-directed RNA polymerase (EC 2.7.7.6 protein, DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 979536.3 Vibrio phage ICP3_2007_A protein, DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 979539.3 Vibrio phage ICP3_2009_B protein, DNA-directed RNA polymerase Enterobacter phage phiEap-1 | RNA | polymerase | Enterobacter | phage | phiEap-1 protein, RNA polymerase Vibrio phage VP3 | polymerase | Vibrio | phage | VP3 protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2007_A | RNA | polymerase | Vibrio | phage | ICP3_2007_A protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2009_B | RNA | polymerase | Vibrio | phage | ICP3_2009_B protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2008_A | RNA | polymerase | Vibrio | phage | ICP3_2008_A protein, fig|6666666.73791.peg.29 hypothetical protein, fig|1296662.3.peg.88 hypothetical protein
contig_2184	395	DNA polymerase Bacillus phage Mater | polymerase | Bacillus | phage | Mater protein
contig_2184	95	fig|762906.5.peg.12 Phage protein
contig_2184	104	NA
contig_2184	629	DNA polymerase Bacillus phage Mater | polymerase | Bacillus | phage | Mater protein
contig_2184	89	DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 588068.3 Vibrio phage VP3 protein, T7-like phage DNA-directed RNA polymerase (EC 2.7.7.6 protein, DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 979536.3 Vibrio phage ICP3_2007_A protein, DNA-directed RNA polymerase, bacteriophage and mitochondrial type Not in a subsystem 979539.3 Vibrio phage ICP3_2009_B protein, DNA-directed RNA polymerase Enterobacter phage phiEap-1 | RNA | polymerase | Enterobacter | phage | phiEap-1 protein, RNA polymerase Vibrio phage VP3 | polymerase | Vibrio | phage | VP3 protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2007_A | RNA | polymerase | Vibrio | phage | ICP3_2007_A protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2009_B | RNA | polymerase | Vibrio | phage | ICP3_2009_B protein, T3/T7-like RNA polymerase Vibrio phage ICP3_2008_A | RNA | polymerase | Vibrio | phage | ICP3_2008_A protein, fig|6666666.73791.peg.29 hypothetical protein, fig|1296662.3.peg.88 hypothetical protein
contig_2184	110	NA
contig_2184	149	NA
contig_2184	134	fig|632112.2.peg.156 Phage protein
contig_2184	95	NA
contig_2184	164	fig|1084719.3.peg.458 Phage protein, fig|948870.3.peg.19 Phage protein, fig|268746.6.peg.300 Phage protein
contig_2190	107	DNA packaging protein, Phage DNA packaging CBSS-Phage_terminase_neighborhood 866889.3 Salmonella phage Vi06 protein, Phage DNA packaging CBSS-Phage_terminase_neighborhood 669008.3 Enterobacteria phage 285P protein, phage protein, predicted DNA packaging protein, gp18 Enterobacteria phage 285P | Enterobacteria | phage | 285P protein
contig_2190	107	Phage DNA binding protein
contig_2190	113	NA
contig_2190	110	NA
contig_2190	737	hypothetical protein, fig|632112.2.peg.131 Phage baseplate protein
contig_2190	593	fig|632112.2.peg.131 Phage baseplate protein
contig_2190	707	fig|1235659.3.peg.34 baseplate protein, fig|1235660.3.peg.34 baseplate protein, fig|1204543.4.peg.123 hypothetical protein, fig|1007127.3.peg.93 Phage protein, fig|1028375.3.peg.31 Phage protein
contig_2190	536	fig|442493.2.peg.36 Phage protein
contig_2190	386	fig|1173766.3.peg.119 hypothetical protein, fig|1486413.3.peg.106 hypothetical protein, fig|1486422.3.peg.76 hypothetical protein, fig|330395.2.peg.31 Phage protein
contig_2190	164	fig|1472912.3.peg.121 putative tape measure protein, fig|1208587.3.peg.101 methyltransferase Not in a subsystem 1208587.3 Streptococcus phage SP-QS1 complete genome. protein, fig|52979.1.peg.27 Phage capsid scaffolding protein
contig_2190	1322	fig|632112.2.peg.122 Phage glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46 protein, fig|1498168.3.peg.79 putative tail fiber Not in a subsystem 1498168.3 Enterococcus phage ECP3, complete genome. protein, fig|947379.4.peg.29 Phage protein, fig|442493.2.peg.31 Phage glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46 protein
contig_2190	1010	fig|442493.2.peg.39 Phage protein
contig_2190	1130	fig|442493.2.peg.39 Phage protein
contig_2190	1124	fig|632112.2.peg.122 Phage glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46 protein, fig|1498168.3.peg.79 putative tail fiber Not in a subsystem 1498168.3 Enterococcus phage ECP3, complete genome. protein, fig|947379.4.peg.29 Phage protein, fig|442493.2.peg.31 Phage glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46 protein
contig_2190	131	NA
contig_2190	377	fig|1552735.3.peg.27 adsorption protein, fig|10665.1.peg.249 Phage long tail fiber protein
contig_2190	107	hypothetical protein, fig|260149.5.peg.44 Ribonucleotide reductase of class III (anaerobic protein
contig_2190	89	Phage baseplate hub subunit protein
contig_2190	218	NA
contig_2190	125	neck protein, Phage neck protein
contig_2190	278	fig|632112.2.peg.128 Phage protein, fig|444876.4.peg.42 Phage capsid scaffolding protein, fig|268748.6.peg.31 Phage capsid scaffolding protein
contig_2190	551	fig|632112.2.peg.129 Phage protein, fig|442493.2.peg.36 Phage protein
contig_2190	707	fig|1235659.3.peg.34 baseplate protein, fig|1235660.3.peg.34 baseplate protein, fig|1204543.4.peg.123 hypothetical protein, fig|1007127.3.peg.93 Phage protein, fig|1028375.3.peg.31 Phage protein
contig_2190	1463	fig|632112.2.peg.131 Phage baseplate protein
contig_2190	521	fig|442493.2.peg.39 Phage protein
contig_2190	221	NA
contig_2190	110	NA
contig_2190	308	hypothetical protein, fig|146269.2.peg.14 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1604356.3.peg.42 hypothetical protein
contig_2196	482	fig|139870.2.peg.21 Phage protein, fig|173824.1.peg.12 Phage transcriptional regulator protein
contig_2196	1520	fig|1204528.3.peg.173 hypothetical protein, fig|1051676.3.peg.64 Phage protein
contig_2196	185	fig|6666666.43268.peg.6 Protein of Unknown Function Not in a subsystem 6666666.43268 Cellulophaga phage phi13:2 protein, fig|1198013.3.peg.202 tail fiber hinge Not in a subsystem 1198013.3 Aeromonas phage Aes508, complete genome. protein, fig|6666666.43277.peg.8 Protein of Unknown Function Not in a subsystem 6666666.43277 Cellulophaga phage phi19:3 protein, fig|233894.4.peg.210 Phage long tail fiber ACLAME_Phage_lysis_modules| Phage_tail_ protein
contig_2196	167	fig|1540095.3.peg.179 fibritin neck whiskers Not in a subsystem 1540095.3 Citrobacter phage Moon, complete genome. protein, fig|374526.2.peg.35 Phage minor capsid protein, fig|374527.2.peg.35 Phage minor capsid protein, fig|374529.2.peg.34 Phage minor capsid protein, fig|444474.2.peg.33 Phage minor capsid protein
contig_2196	140	NA
contig_2196	368	fig|227470.1.peg.319 RNA ligase, phage-associated protein
contig_2196	350	fig|762660.3.peg.66 Phage protein, fig|1125653.4.peg.11 hypothetical protein
contig_2196	281	fig|1555238.3.peg.28 hypothetical protein, fig|1197935.3.peg.28 hypothetical protein
contig_2196	542	fig|1412875.3.peg.90 hypothetical protein, fig|1560313.3.peg.81 hypothetical protein, fig|6666666.73759.peg.44 hypothetical protein, fig|6666666.73785.peg.12 hypothetical protein
contig_2196	533	fig|1412875.3.peg.90 hypothetical protein, fig|1560313.3.peg.81 hypothetical protein, fig|6666666.73759.peg.44 hypothetical protein, fig|6666666.73785.peg.12 hypothetical protein
contig_2196	704	fig|760732.3.peg.115 Phage protein, fig|1125653.4.peg.11 hypothetical protein
contig_2196	368	fig|227470.1.peg.319 RNA ligase, phage-associated protein
contig_2196	173	NA
contig_2196	92	fibritin neck whiskers Citrobacter phage Merlin | neck | whiskers | Citrobacter | phage | Merlin protein, fig|1540095.3.peg.179 fibritin neck whiskers Not in a subsystem 1540095.3 Citrobacter phage Moon, complete genome. protein, fig|633135.2.peg.26 Antirepressor ACLAME_Phage_regulation_of_gene_expression 633135.2 Streptococcus phage Abc2 protein
contig_2196	185	fig|6666666.43268.peg.6 Protein of Unknown Function Not in a subsystem 6666666.43268 Cellulophaga phage phi13:2 protein, fig|1198013.3.peg.202 tail fiber hinge Not in a subsystem 1198013.3 Aeromonas phage Aes508, complete genome. protein, fig|6666666.43277.peg.8 Protein of Unknown Function Not in a subsystem 6666666.43277 Cellulophaga phage phi19:3 protein, fig|233894.4.peg.210 Phage long tail fiber ACLAME_Phage_lysis_modules| Phage_tail_ protein
contig_2196	785	fig|1204528.3.peg.173 hypothetical protein, fig|1051676.3.peg.64 Phage protein, fig|1195072.3.peg.181 hypothetical protein, fig|1235689.3.peg.1 putative terminase small subunit Not in a subsystem 1235689.3 Pseudomonas phage AF, complete genome. protein
contig_2196	251	fig|6666666.73689.peg.37 hypothetical protein
contig_2196	203	fig|869662.3.peg.174 hypothetical protein, fig|444875.3.peg.31 Phage protein
