scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match
contig_2460	11144	90	Y	N	1	*	2460	virus	lytic,lytic	low quality draft,complete circular	incomplete(50)	protease,virion,portal,lysis	18	12	no	PHAGE_Pseudo_D3112_NC_005178(4),PHAGE_Haemop_SuMu_NC_019455(4),PHAGE_Pseudo_H70_NC_027384(3),PHAGE_Pseudo_JBD69_NC_030908(3),PHAGE_Pseudo_LPB1_NC_027298(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Pseudo_MP38_NC_011611(2),PHAGE_Pseudo_PA1phi_NC_023700(2),PHAGE_Pseudo_MP29_NC_011613(2),PHAGE_Pseudo_JD024_NC_024330(2),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(2),PHAGE_Ralsto_RS138_NC_029107(2),PHAGE_Pseudo_JBD24_NC_020203(2),PHAGE_Pseudo_73_NC_007806(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Pseudo_MP48_NC_024782(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Pseudo_JBD30_NC_020198(1),PHAGE_Pseudo_DMS3_NC_008717(1),PHAGE_Pseudo_JBD25_NC_027992(1),PHAGE_Pseudo_vB_Pae_Kakheti25_NC_017864(1),PHAGE_Pseudo_JBD93_NC_030918(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Thalas_BA3_NC_009990(1)	NA	NA	NA	NA	NA	NA	none
contig_2461	783	260	N	N	2	*	*,2461,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2462	1734	20	N	N	2	*	*,2462,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2463	32793	14	N	N	1	*	*,2463,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2464	20241	23	N	N	3	*	*,2464,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2465	6053	90	N	N	1	*	*,2465,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2466	18141	79	N	N	1	*	*,2466,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2467	22552	10	N	N	2	*	*,2467,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2468	23300	20	N	N	1	*	*,2468,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2469	21476	10	N	N	2	*	*,2469,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_247	543	69	N	Y	1	*	247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	NA	MN855708	NA	97.61	matthijnssen
contig_2470	33024	19	N	N	1	*	*,2470,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2471	35938	22	N	N	1	*	*,2471,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2472	28013	52	N	N	4	*	*,2472,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2473	23558	25	N	N	1	*	*,2473,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2477	27277	25	N	N	1	*	2477,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2478	4620	152	N	Y	1	*	2478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2479	4112	7	N	N	1	*	*,2479,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2480	9686	41	N	N	2	*	2478,2480,-2478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2481	466	8	N	N	2	*	*,2481,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2482	27572	29	N	N	1	*	*,2482,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2483	7278	97	N	N	2	*	*,2483,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2484	46308	19	N	N	1	*	*,2484,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2485	27042	9	N	N	1	*	*,2485,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2486	28536	22	N	N	1	*	*,2486,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2487	30886	139	N	N	1	*	*,2487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2488	57180	47	N	N	1	*	2488,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2489	12644	76	N	N	1	*	*,2489,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.059	NA	170	NA	JAAOBB010000160.1	NA	engel
contig_249	476	41	N	Y	6	*	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2490	38476	15	N	N	1	*	*,2490,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2491	33002	3	N	N	1	*	*,2491,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2492	34094	20	N	N	1	*	*,2492,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2493	22324	15	N	N	1	*	*,2493,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2495	1569	390	N	N	55	*	2495	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	94.683	1565	1561	MN855739	JAAOBB010000022.1	92.78	both
contig_2496	51986	20	N	N	1	*	*,2496,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2497	7422	219	N	N	2	*	*,2497,*	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1083	NA	MN855824	NA	84.672	matthijnssen
contig_2498	29210	23	N	N	1	*	*,2498,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2499	23685	69	N	Y	6	*	*,2499	virus	lytic	high quality draft	questionable(90)	lysin,terminase,portal,head	33	22	no	PHAGE_Cronob_ENT47670_NC_019927(3),PHAGE_Pseudo_PS_1_NC_029066(3),PHAGE_Cronob_phiES15_NC_018454(2),PHAGE_Vibrio_X29_NC_024369(2),PHAGE_Escher_HK639_NC_016158(2),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(2),PHAGE_Pseudo_F116_NC_006552(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Klebsi_vB_Kp2_NC_028664(1),PHAGE_Escher_K1_dep(4)_NC_027993(1),PHAGE_Pseudo_BS5_NC_031917(1),PHAGE_Salmon_103203_sal5_NC_031946(1),PHAGE_Staphy_96_NC_007057(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Paraco_vB_PmaS_IMEP1_NC_026608(1),PHAGE_Gordon_Lucky10_NC_031267(1),PHAGE_Entero_mEp234_NC_019715(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Pseudo_H66_NC_042342(1),PHAGE_Gordon_GAL1_NC_031936(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Entero_JL1_NC_019419(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Achrom_83_24_NC_028834(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Salmon_HK620_NC_002730(1),PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670(1),PHAGE_Morgan_MmP1_NC_011085(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Entero_VT2_Sakai_NC_000902(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246(1),PHAGE_Salmon_ST64T_NC_004348(1),PHAGE_Staphy_42E_NC_007052(1),PHAGE_Klebsi_JD001_NC_020204(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Achrom_JWX_NC_028768(1),PHAGE_Escher_HK578_NC_019724(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Pseudo_NP1_NC_031058(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Shewan_3/49_NC_025466(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Pseudo_PaMx25_NC_041953(1),PHAGE_Ralsto_RSK1_NC_022915(1),PHAGE_Entero_c_1_NC_019706(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Pseudo_PaMx42_NC_028879(1),PHAGE_Burkho_ST79_NC_021343(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Salmon_SP_031_NC_021775(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Salmon_BP63_NC_031250(1),PHAGE_Staphy_Ipla88_NC_011614(1)	85.878	2155.4	1395	MN855975	JAAOBB010000143.1	94.997	both
contig_25	833	12	Y	Y	1	156	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2500	10687	9	N	N	1	*	*,2499,2500,-2499,*	virus	lytic	low quality draft	intact(150)	portal,terminase,lysis	28	18	no	PHAGE_Cronob_phiES15_NC_018454(3),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Escher_K1_dep(4)_NC_027993(1),PHAGE_Pseudo_BS5_NC_031917(1),PHAGE_Salmon_SP_101_NC_042065(1),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Salmon_Ent1_NC_019539(1),PHAGE_Shigel_Ss_VASD_NC_028685(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Paraco_vB_PmaS_IMEP1_NC_026608(1),PHAGE_Pseudo_vB_PaeS_SCH_Ab26_NC_024381(1),PHAGE_Entero_SSL2009a_NC_012223(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Salmon_SETP3_NC_009232(1),PHAGE_Escher_VB_EcoS_Golestan_NC_042084(1),PHAGE_Salmon_SETP7_NC_022754(1),PHAGE_Shewan_3/49_NC_025466(1),PHAGE_Edward_eiAU_NC_042029(1),PHAGE_Escher_K1_ind(2)_NC_041898(1),PHAGE_Salmon_f18SE_NC_028698(1),PHAGE_Achrom_83_24_NC_028834(1),PHAGE_Pseudo_PaMx42_NC_028879(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Salmon_SP_031_NC_021775(1),PHAGE_Burkho_BcepMigl_NC_019917(1),PHAGE_Escher_K1_dep(1)_NC_027994(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Escher_PA28_NC_041935(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Escher_Envy_NC_031081(1)	88.532	1072.33333333333	1526	MN855975	JAAOBB010000143.1	92.5668333333333	both
contig_2501	27181	22	N	N	1	*	*,2501,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2502	20971	16	N	N	1	*	*,2502,*	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2503	39995	17	N	N	1	*	*,2503,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2504	878	202	Y	Y	1	*	2504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2505	3150	259	N	Y	2	*	2505	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.354	2373	3181	MN855825	JAAOBB010000031.1	94.564	both
contig_2506	4829	120	N	Y	2	*	2506	virus	lytic	low quality draft	incomplete(20)	head	11	11	no	PHAGE_Cronob_ENT47670_NC_019927(4),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Aeromo_pIS4_A_NC_042037(2),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_II_E1_NC_010495(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Pseudo_JBD44_NC_030929(1)	76.6735	2419	1146.25	MN855825	JAAOBB010000031.1	90.1405	both
contig_2507	3094	11	N	N	2	*	*,2507,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	86.554	840.5	766	MN855825	JAAOBB010000159.1	93.635	both
contig_2508	10834	11	N	N	1	*	*,2508,*	organism	lysogenic	low quality draft	incomplete(40)	integrase	9	6	no	PHAGE_Entero_P4_NC_001609(2),PHAGE_Proteu_VB_PmiS_Isfahan_NC_041925(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Strept_TP_778L_NC_022776(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Strept_TG1_NC_018853(1),PHAGE_Shewan_1/41_NC_025458(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Pseudo_PS_1_NC_029066(1)	89.394	447	66	MN855589	JAAOBB010000140.1	88.053	both
contig_2509	874	33	N	N	1	*	*,2509,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.982	NA	570	NA	JAAOBB010000160.1	NA	engel
contig_251	502	12	N	Y	1	*	251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253	NA	MN855710	NA	96.833	matthijnssen
contig_2510	1325	14	N	N	1	*	*,2510,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.39075	612.5	241.25	MN855734	JAAOBB010000156.1	96.082	both
contig_2511	31062	73	N	N	2	*	*,2511,*	virus	lysogenic	low quality draft	intact(110)	integrase,lysis,lysin,tail,capsid,head	32	24	no	PHAGE_Entero_Tyrion_NC_031077(5),PHAGE_Salmon_SPN1S_NC_016761(4),PHAGE_Vibrio_QH_NC_027397(3),PHAGE_Vibrio_J2_NC_027393(3),PHAGE_Escher_phiV10_NC_007804(3),PHAGE_Pelagi_HTVC010P_NC_020481(3),PHAGE_Vibrio_VP5_NC_005891(2),PHAGE_Burkho_BcepC6B_NC_005887(2),PHAGE_Entero_UAB_Phi78_NC_020414(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Liberi_SC1_NC_019549(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Entero_Min27_NC_010237(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Flavob_FCV_1_NC_041845(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Vibrio_VP2_NC_005879(1),PHAGE_Prochl_P_SSP3_NC_020874(1),PHAGE_Entero_EcP1_NC_019485(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Citrob_SH4_NC_031018(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Cyanop_SS120_1_NC_020872(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Entero_SP6_NC_004831(1),PHAGE_Morgan_MmP1_NC_011085(1),PHAGE_Salmon_BP12B_NC_031271(1),PHAGE_Roseob_SIO1_NC_002519(1),PHAGE_Cronob_Dev2_NC_023558(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Vibrio_phiVC8_NC_027118(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Bordet_BPP_1_NC_005357(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Salmon_epsilon15_NC_004775(1)	73.3125	4231.71428571429	3974	MN855781	JAAOBB010000028.1	90.9904285714286	both
contig_2512	6472	391	N	N	3	*	*,2512,*	virus	lysogenic	low quality draft	incomplete(20)	integrase	6	6	no	PHAGE_Bacter_APSE_2_NC_011551(2),PHAGE_Xylell_Xfas53_NC_013599(2),PHAGE_Burkho_BcepC6B_NC_005887(2),PHAGE_Bordet_BPP_1_NC_005357(2),PHAGE_Endosy_APSE_1_NC_000935(2),PHAGE_Crocei_P2559Y_NC_023614(2),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Cellul_phi18:1_NC_021790(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Cellul_phi18:3_NC_021794(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Bacill_phiAGATE_NC_020081(1)	84.069	2334	521	MN855781	JAAOBB010000145.1	90.9	both
contig_2513	7911	78	N	Y	1	264	2513	virus	lysogenic	low quality draft	incomplete(20)	lysin	12	6	no	PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Pseudo_PaMx74_NC_028809(1),PHAGE_Gordon_Bowser_NC_030930(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Brevib_Jimmer2_NC_041976(1),PHAGE_Brevib_Jenst_NC_028805(1),PHAGE_Pseudo_PaMx28_NC_028931(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Entero_phiFL4A_NC_013644(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Burkho_phiE202_NC_009234(1),PHAGE_Burkho_KL3_NC_015266(1)	NA	NA	NA	NA	NA	NA	none
contig_2514	9466	20	N	Y	1	265	2514	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2515	86030	91	N	N	1	*	2515,2517,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2516	2529	10	N	N	1	*	*,2516,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2517	21010	108	N	Y	1	*	2517,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2518	14664	55	N	N	1	*	*,2518,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2519	2041	6	N	Y	1	*	2519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288	NA	MN855589	NA	81.15575	matthijnssen
contig_252	2627	9	N	Y	1	*	252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1594	NA	MN855708	NA	95.609	matthijnssen
contig_2520	14252	16	N	N	1	*	2521,2520,-2521	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	635.571428571429	NA	MN855589	NA	78.481	matthijnssen
contig_2522	4218	45	N	Y	1	292	*,2522,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	89.634	3012	164	MN855956	JAAOBB010000177.1	96.879	both
contig_2523	3781	11	N	Y	1	292	*,2523,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	89.634	3012	164	MN855956	JAAOBB010000177.1	96.846	both
contig_2524	24952	48	N	N	1	*	*,2524,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2525	20805	64	N	Y	1	*	2525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2526	56779	90	N	N	2	*	2525,2526,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2527	53718	5	N	N	1	*	*,2527,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2528	3700	144	Y	Y	1	*	2528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2529	48257	17	N	N	1	*	*,2529,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_253	1636	10	N	Y	3	*	253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1538	NA	MN855708	NA	92.198	matthijnssen
contig_2530	9152	133	N	Y	1	284	*,2530,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2531	11057	31	N	Y	1	284	*,2531,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2534	16649	41	N	N	1	*	1821,2534,-1821	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	87.7581666666667	2212.4	2039.33333333333	MN856037	JAAOBB010000024.1	91.5434	both
contig_2536	28829	20	N	N	1	*	*,-2890,2535,2536,-2535,2890,*	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	87.2357857142857	2347.125	1789.14285714286	MN856037	JAAOBB010000024.1	89.346	both
contig_2537	27111	36	N	N	1	*	*,2537,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2538	1023	654	Y	Y	6	*	2538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2539	38712	73	N	N	1	*	*,2539,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_254	1940	30	N	Y	15	*	254	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	828.5	NA	MN855708	NA	85.269	matthijnssen
contig_2541	6737	142	N	Y	1	*	2541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2543	47673	114	N	N	1	*	2542,2543,-2566,*	NA	NA	NA	incomplete(50)	protease	10	7	no	PHAGE_Bacter_B40_8_NC_011222(1),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacter_B124_14_NC_016770(1),PHAGE_Bacill_BM15_NC_042140(1),PHAGE_Arthro_Circum_NC_041948(1),PHAGE_Bacill_Bcp1_NC_024137(1)	NA	NA	NA	NA	NA	NA	none
contig_2544	36080	33	N	N	1	*	*,2544,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2545	46383	70	N	N	1	*	*,2545,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2546	3514	357	Y	Y	3	*	2546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2547	73997	32	N	N	1	*	*,2547,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2548	4054	143	N	N	4	*	*,2548,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	58	NA	MN855985,MN856056	NA	91.379	matthijnssen
contig_2549	16186	19	N	N	1	*	*,2893,2549,-2893,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_255	2204	14	N	Y	7	*	255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2139	NA	MN855708	NA	88.827	matthijnssen
contig_2550	28491	45	N	N	1	*	*,2550,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2551	53743	16	N	N	1	*	*,2551,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_2552	21692	15	N	N	1	*	*,2552,*	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
